37.68624,26.54949,-56.71362,.16647
21.50194,13.12974,-38.187,.57553
86.57642,51.97215,46.11801,.12793
-35.3582,18.31874,16.05508,.25113
-59.56281,24.22277,-3.98463,.26915
-19.88103,36.30265,-2.32077,.17153
-56.99377,31.87763,-24.33424,.14914
47.39583,89.05534,45.36963,.1322
-68.44411,48.06563,146.27622,.14073
44.81685,-90.8173,133.85658,.23311
-26.00693,26.58312,34.31585,.2946
122.04504,36.37685,141.4227,.0944
-13.10029,-17.09014,33.019,.26615
33.79875,-50.59366,84.37646,.32961
45.11294,48.65994,75.41839,.30513
26.50939,-53.83293,21.50371,.27422
-55.12702,-19.87123,-79.83684,.33871
-64.616,-7.86782,2.32855,.29271
-152.10859,33.09558,1.05258,.11094
32.95079,5.76332,34.26981,.48727
-44.75426,-13.04454,-43.25724,.25012
-.87579,-99.16178,41.45167,.15575
-69.14599,46.50019,-138.34405,.17087
-38.76494,31.14164,-16.98078,.30912
-48.33886,29.01805,79.06929,.31292
27.12131,85.94796,-120.08901,.1882
94.60015,-31.83125,41.6769,.14961
19.05253,33.5338,-33.13418,.13896
-162.75764,25.80534,-.24766,.11811
-99.57993,47.02548,133.37806,.2054
20.64146,-36.28913,-42.83037,.57525
-11.32659,22.21032,46.64079,.47121
-7.80128,-22.2132,48.19891,.33445
-23.79401,57.09345,69.68875,.21581
-25.70856,3.29479,-42.04586,.64087
5.02885,46.70733,51.24593,.28481
-38.82175,-16.74246,25.89935,.18668
1.48128,-54.5052,3.429,.38974
-92.24366,40.05565,-143.25446,.19224
89.46331,-30.87642,43.18178,.18757
-96.65506,15.91929,-131.15245,.24024
7.57193,145.64969,70.93966,.12944
-1.405,-88.59672,-31.52683,.10042
89.42842,27.88222,-112.2657,.14351
-8.57541,55.33246,28.11124,.40258
42.86616,-37.49766,21.03877,.36441
90.85378,-71.8026,-145.66352,.13703
-55.05588,3.95119,-6.70607,.18725
-24.0668,-19.93922,52.43261,.59542
-30.55759,6.46753,-56.27718,.37986
-20.56328,11.83778,49.99206,.2991
39.07638,-55.23531,85.93839,.26139
-2.88183,25.47709,-50.48459,.39568
-11.62921,-59.02754,75.54192,.31423
-46.87426,-12.08119,19.69777,.48718
68.67618,-49.8726,153.04785,.11162
76.8958,51.92606,-111.77009,.13451
