27.61438,-5.1243,-12.41456,.17112
-14.32625,1.32538,8.58028,.90214
-7.01221,12.04803,7.54686,.96661
29.37141,48.43659,-29.02881,.07113
-10.21002,-12.13926,-11.49267,.47614
19.12885,-4.03452,11.84245,.10355
-14.19198,4.85744,7.46407,.87529
-16.38665,5.31125,9.46285,.50535
-5.64963,-12.6262,-1.85708,.15548
75.10278,-10.67361,-58.95258,.07589
-27.63598,.52399,21.40694,.21293
28.28173,-.03182,-12.15647,.17034
21.28878,-20.91856,13.88899,.23205
2.79789,9.70977,-4.9716,.65222
-10.98908,.54156,13.2715,.3234
-4.90523,-17.87508,-6.42961,.37115
-9.75236,1.61569,-10.13413,.55538
1.28762,-9.44607,-6.67156,.69098
-5.1989,15.92557,-8.43995,.62738
-51.80393,6.01819,-34.83763,.08134
-87.06754,-4.10064,54.57865,.07144
-12.44134,-.05545,-7.3503,.99461
23.90112,37.40881,38.18196,.09369
-3.51439,14.86545,-7.27441,.84184
-51.92565,7.32042,16.44838,.07589
6.91206,-11.19119,2.35629,.25143
11.0676,11.64291,-14.54939,.15868
4.56343,-5.87176,-11.76396,.15375
-15.98742,28.88007,8.2152,.11683
-19.13929,50.42972,17.27371,.0827
-48.59731,-11.26885,-22.7685,.10888
-6.83922,2.69989,-7.02894,.3249
3.67526,-6.84796,12.12649,.16494
-2.36177,14.24001,7.34385,.92917
7.03318,10.09807,-13.48503,.34861
-32.15823,42.11289,27.58648,.11319
26.26724,37.69416,-37.55118,.09644
1.53139,-13.26678,-10.98329,.68655
6.06889,-9.35475,4.15444,.60324
22.93,-36.95478,-35.16678,.10259
-23.01956,-41.23129,-20.72267,.06952
15.14906,-32.7973,17.71421,.08386
-3.27345,5.8877,2.73661,.10917
52.67076,10.55389,20.71044,.10164
3.45714,4.45826,9.17219,.08515
-17.31769,24.74867,-8.33465,.11372
-16.97508,-47.76893,31.94924,.11215
8.74178,-7.25278,8.94874,.84929
12.10921,32.82962,-15.95049,.13754
21.85854,.26659,6.92643,.06352
8.46473,-14.43878,-9.85789,.54216
7.22085,7.20826,-9.01422,.70439
-6.65582,-20.92506,21.69753,.11823
-3.12655,7.51664,-9.32922,.36314
5.67989,12.65027,-12.01577,.5341
-52.19002,66.91641,-45.32469,.0868
-10.76391,3.32942,-12.21099,.45643
4.03152,17.28289,-2.61486,.14409
2.37054,-7.40704,-8.34885,.35588
-17.30604,-.05889,-13.04355,.1998
18.89802,19.33222,21.30084,.21412
-8.00688,.64248,12.28786,.17812
16.90664,-24.37901,20.75049,.20772
3.47458,-5.21483,2.49173,.07398
-15.83109,27.1227,18.72698,.21018
-31.91027,76.28141,59.23972,.0702
-13.65431,34.32878,-9.21571,.07501
27.21762,46.80363,-19.10267,.09284
-1.69185,6.91687,-6.78545,.29228
-6.55086,-.19539,-1.99868,.05941
20.26041,-24.21535,-11.99549,.20206
52.69223,69.64086,34.98385,.07437
-12.82556,-27.10819,-16.20171,.25118
8.51459,29.92174,8.6848,.12984
23.32008,-4.45832,18.55705,.14172
30.84232,2.96324,-16.14081,.24186
16.96375,-22.54571,12.22184,.1701
-27.13877,5.69456,-9.69037,.09495
-19.11895,23.48037,12.13444,.20413
-5.09781,5.18133,11.51473,.15007
44.3609,75.06971,54.3688,.07178
3.35344,14.86093,4.16525,.51824
75.57442,-2.19722,47.54444,.07984
-9.06371,1.23396,-9.55748,.50087
