17.21424,1.2433,64.0229,.06537
24.10831,8.7586,-14.22667,.38575
12.1547,-8.06738,21.15925,.35487
4.95142,57.58602,-86.84988,.05819
10.94836,3.25135,24.65144,.60758
6.04493,13.19153,30.83974,.95839
-54.06166,3.34561,-40.44977,.06014
86.6631,4.56334,-44.18023,.06326
47.55914,1.64607,-75.18077,.20862
15.39417,40.8682,58.33685,.162
-3.63928,8.9592,23.9309,.42896
-21.52351,-4.7387,-65.24068,.1518
-8.1916,20.66072,9.51136,.11962
.91457,48.59852,-3.64006,.0684
-19.82787,9.74433,-40.35395,.38092
6.24492,-85.68809,11.77714,.05143
-14.35613,35.06794,-.25848,.38905
.08659,39.95396,25.72631,.1209
-11.6345,-30.03569,24.84786,.16122
-55.77297,-11.22427,-73.55422,.07996
-16.59164,-2.05637,-67.68054,.06951
-12.16203,31.37142,18.03625,.43803
-26.58239,5.05946,58.0043,.13783
-20.03146,-4.04201,-8.94252,.08775
-19.69939,-34.3974,-69.31951,.33415
-8.94549,6.48025,-33.3152,.5469
-22.80581,1.29213,-32.084,.52322
68.80748,-3.34854,-27.99594,.08342
-31.34863,-5.43111,85.854,.14767
-6.35387,2.77033,-33.78304,.13537
79.28803,18.45454,2.97072,.13275
17.74271,12.63369,-34.76158,.65098
-8.95449,-34.74917,-58.33808,.22825
1.86028,-26.67859,41.365,.14203
.40047,8.03458,-15.17673,.0574
13.81353,1.51285,19.3691,.22431
18.99488,-68.68893,-27.83856,.07177
-21.77843,9.0347,-17.49081,.21029
14.23301,3.1519,-28.81753,.95095
21.6544,40.07911,63.52756,.20831
-43.55136,13.92898,-63.11686,.20022
-.06641,28.12556,-13.04012,.33619
-5.48485,-32.42965,18.88443,.45281
74.39606,17.38805,34.72631,.11074
-10.41928,31.70473,-25.26121,.16342
19.68822,-3.71686,-22.37784,.09619
5.03412,1.30357,-24.22826,.07096
19.84153,6.88269,10.30899,.14773
-1.40909,20.14665,-34.26296,.78704
-12.7782,-27.01833,15.49872,.45505
-1.01937,-9.21632,-27.23307,.44139
23.62778,-8.21438,-2.93571,.1135
18.30873,7.19535,68.02598,.11722
14.22527,24.07782,18.67953,.39331
-70.93022,-10.35115,27.08546,.06075
22.99096,14.38903,-15.33746,.4394
21.84428,-1.97344,32.204,.62359
-27.27663,-3.87509,-60.82686,.20247
-36.803,9.89629,17.74861,.25951
55.35221,27.11087,-36.89222,.15146
5.93137,10.61261,-28.35313,.78054
2.6387,-6.91649,18.4085,.11566
-6.70088,-19.68074,28.45988,.54659
-32.27682,-5.4931,-87.03151,.13852
43.402,21.9499,-67.20866,.18308
-15.02947,-2.17361,34.96931,.82443
28.39904,2.25746,21.5982,.23008
28.93414,-1.50041,16.43092,.47708
-17.86176,4.35029,79.51411,.06677
-15.63239,7.52976,-24.35608,.50581
13.71157,-35.0537,84.0879,.18915
-27.89871,-8.59933,-4.81522,.09613
-2.12432,24.86928,-59.6128,.13678
-41.40426,11.36333,56.98571,.14752
.43307,5.64637,-19.6091,.06577
46.21191,.37908,67.4737,.23036
23.36931,-66.33358,-33.79685,.14346
4.00744,-27.68131,-76.90979,.22201
3.47585,-49.966,60.48444,.09084
-14.33503,-30.90279,4.29893,.21239
-9.22677,-4.34892,-26.99355,.5509
3.47115,23.30991,-19.10639,.11751
6.13116,-72.25942,-47.21409,.11836
-6.09415,-51.25952,-62.69733,.09119
-15.18553,-40.52467,6.00482,.10137
-6.89577,-30.8978,-78.23626,.24748
4.62234,-27.12775,-71.13112,.26502
77.44468,8.16397,10.18218,.0708
2.17416,9.3676,31.55278,.43415
-15.89066,-7.17024,26.38929,.71065
-11.05367,-2.66005,20.51107,.34756
-20.62213,5.09833,-15.77054,.1526
6.80561,12.46072,40.75875,.36726
-15.5277,64.74066,-36.47446,.16932
46.92306,-1.1502,4.27534,.09133
-20.57773,80.95847,-48.62515,.07206
-2.2307,-61.8795,29.60742,.10489
28.62126,-10.23981,-68.78669,.31745
-4.88419,35.35442,96.57346,.06059
-3.61232,39.94066,-91.65165,.10194
23.68315,1.9666,32.14124,.42918
34.25212,-13.69595,-67.35079,.35038
1.46568,-14.68566,-44.82538,.16221
-8.07145,.68193,16.16366,.08039
-9.91555,-.09868,-29.07168,.51525
-7.99334,31.07789,64.94508,.32247
-.83257,-15.6834,20.45279,.22737
-18.2281,53.40824,-40.33203,.08699
-32.82549,-8.19942,-61.13846,.28202
23.6338,.22169,17.71994,.20106
10.94213,-29.05744,13.84516,.33501
13.56045,-9.2284,30.73049,.99795
3.66356,-26.88256,-17.81966,.3978
-21.44923,.35675,-76.40467,.12454
-8.95657,-5.7981,-20.08332,.30388
-5.68633,36.74957,-15.05438,.19502
20.23592,6.89783,-17.17278,.09814
-17.12042,-4.49543,-34.69449,.8843
12.90049,2.76761,39.79399,.37976
10.84361,-43.47013,67.74493,.25758
17.06829,32.73027,71.62896,.34164
.32491,22.70712,-88.1404,.06137
12.78793,5.90094,-32.69206,.87849
-6.591,-11.23677,21.51384,.43498
2.77474,-10.18814,-22.59638,.4439
-.44606,15.36053,-44.67082,.17733
-2.8733,-28.64513,9.71096,.07096
